,index,id,product_id,customer_id,transaction_date,online_order,order_status
81,81,82,21,773,2017-04-27,True,Approved
82,82,83,0,3398,2017-04-01,True,Approved
83,83,84,33,3297,2017-11-02,True,Approved
84,84,85,84,2434,2017-02-13,True,Approved
85,85,86,1,1861,2017-07-19,False,Approved
86,86,87,27,1233,2017-05-23,False,Approved
87,87,88,31,1390,2017-08-06,False,Approved
88,88,89,0,2682,2017-04-04,True,Approved
89,89,90,62,439,2017-08-15,True,Approved
90,90,91,17,1579,2017-04-15,True,Approved
91,91,92,73,2984,2017-07-25,True,Approved
92,92,93,33,3470,2017-11-28,True,Approved
93,93,94,86,1,2017-12-23,False,Approved
94,94,95,45,757,2017-02-26,False,Approved
95,95,96,1,1778,2017-02-21,False,Approved
96,96,97,80,211,2017-05-31,True,Approved
97,97,98,49,333,2017-06-23,,Approved
98,98,99,95,32,2017-03-26,False,Approved
99,99,100,0,119,2017-07-31,False,Approved
100,100,101,18,2347,2017-07-27,False,Approved
101,101,102,4,2353,2017-04-14,False,Approved
102,102,103,33,788,2017-11-12,False,Approved
103,103,104,78,1468,2017-09-12,False,Approved
104,104,105,89,821,2017-10-26,False,Approved
105,105,106,70,2489,2017-02-15,False,Approved
106,106,107,79,2710,2017-12-22,False,Approved
107,107,108,26,947,2017-10-11,True,Approved
108,108,109,39,1335,2017-03-27,True,Approved
109,109,110,36,1076,2017-11-04,False,Approved
110,110,111,0,3320,2017-06-11,True,Approved
111,111,112,84,779,2017-10-09,False,Approved
112,112,113,98,3296,2017-06-07,True,Approved
113,113,114,75,455,2017-10-24,True,Approved
114,114,115,76,1779,2017-05-01,False,Approved
115,115,116,72,2703,2017-11-21,True,Approved
116,116,117,42,806,2017-03-24,False,Approved
117,117,118,20,22,2017-03-21,False,Approved
118,118,119,64,1591,2017-02-20,False,Approved
119,119,120,0,678,2017-06-16,False,Approved
120,120,121,25,50,2017-12-04,False,Approved
121,121,122,24,1038,2017-12-01,True,Approved
122,122,123,31,1453,2017-03-05,True,Approved
123,123,124,98,1339,2017-03-21,False,Approved
124,124,125,22,3382,2017-01-03,True,Approved
125,125,126,53,773,2017-04-01,False,Approved
126,126,127,84,2503,2017-03-16,True,Approved
127,127,128,25,1057,2017-02-26,False,Approved
128,128,129,50,1397,2017-06-05,False,Approved
129,129,130,44,2134,2017-09-04,False,Approved
130,130,131,96,2403,2017-01-18,True,Approved
131,131,132,12,1937,2017-09-28,False,Approved
132,132,133,93,1282,2017-09-02,True,Approved
133,133,134,78,2183,2017-05-09,False,Approved
134,134,135,84,1788,2017-10-17,False,Approved
135,135,136,65,1170,2017-04-25,True,Approved
136,136,137,0,431,2017-09-23,False,Approved
137,137,138,29,1940,2017-08-02,False,Approved
138,138,139,32,2073,2017-03-25,False,Cancelled
139,139,140,11,462,2017-01-01,False,Approved
140,140,141,10,2728,2017-12-22,False,Approved
141,141,142,46,2053,2017-12-25,False,Approved
142,142,143,60,2135,2017-01-26,True,Approved
143,143,144,92,1217,2017-12-20,False,Approved
144,144,145,7,2992,2017-06-07,True,Approved
145,145,146,41,3261,2017-04-06,True,Approved
146,146,147,67,2748,2017-04-25,True,Approved
147,147,148,14,3262,2017-01-13,False,Approved
148,148,149,89,788,2017-03-21,False,Approved
149,149,150,9,3067,2017-11-21,True,Approved
150,150,151,31,701,2017-11-11,False,Approved
151,151,152,92,648,2017-10-16,False,Approved
152,152,153,37,3286,2017-08-19,True,Approved
153,153,154,3,3383,2017-04-06,True,Approved
154,154,155,56,982,2017-11-04,True,Approved
155,155,156,14,676,2017-08-22,True,Approved
156,156,157,6,385,2017-09-15,True,Approved
157,157,158,50,1229,2017-03-01,True,Approved
158,158,159,10,3232,2017-08-16,False,Approved
159,159,160,0,3300,2017-08-27,False,Approved
160,160,161,69,2381,2017-07-10,False,Approved
161,161,162,78,371,2017-12-11,False,Approved
162,162,163,80,2519,2017-05-20,True,Approved
163,163,164,17,2264,2017-07-30,False,Approved
164,164,165,3,2637,2017-10-25,True,Approved
165,165,166,78,3262,2017-11-27,False,Approved
166,166,167,90,3177,2017-04-26,,Approved
167,167,168,87,2267,2017-02-02,False,Approved
168,168,169,97,456,2017-05-02,False,Approved
169,169,170,6,404,2017-10-16,,Approved
170,170,171,100,3121,2017-10-22,False,Approved
171,171,172,55,2365,2017-04-11,True,Approved
172,172,173,100,2528,2017-11-16,False,Approved
173,173,174,10,3151,2017-12-17,False,Approved
174,174,175,25,3241,2017-12-23,False,Approved
175,175,176,74,1335,2017-03-30,True,Approved
176,176,177,90,2234,2017-04-13,False,Approved
177,177,178,56,3226,2017-07-25,True,Approved
178,178,179,62,1365,2017-01-31,False,Approved
179,179,180,20,3349,2017-03-18,True,Approved
180,180,181,17,1002,2017-02-24,False,Approved
181,181,182,16,2282,2017-02-18,False,Approved
182,182,183,46,2656,2017-01-07,False,Approved
183,183,184,71,2409,2017-07-05,True,Approved
184,184,185,91,1711,2017-11-19,False,Approved
185,185,186,17,2582,2017-11-08,True,Approved
186,186,187,1,1005,2017-07-24,True,Approved
187,187,188,3,1597,2017-01-15,True,Approved
188,188,189,56,2713,2017-01-12,True,Approved
189,189,190,37,1435,2017-11-27,True,Approved
190,190,191,34,1477,2017-06-30,True,Approved
191,191,192,0,1614,2017-07-15,True,Approved
192,192,193,12,1254,2017-06-22,True,Approved
193,193,194,25,1423,2017-05-02,False,Approved
194,194,195,81,276,2017-12-27,False,Approved
195,195,196,19,1315,2017-12-21,True,Approved
196,196,197,45,591,2017-05-23,True,Approved
197,197,198,74,1017,2017-02-02,False,Approved
198,198,199,33,2123,2017-06-08,False,Approved
199,199,200,57,2889,2017-04-15,True,Approved
200,200,201,0,3208,2017-09-05,True,Approved
201,201,202,23,2406,2017-02-26,True,Approved
202,202,203,67,2041,2017-07-29,False,Approved
203,203,204,81,1598,2017-07-03,True,Approved
204,204,205,58,1842,2017-05-27,True,Approved
205,205,206,5,141,2017-05-05,False,Approved
206,206,207,94,1321,2017-09-09,False,Approved
207,207,208,51,183,2017-05-21,False,Approved
208,208,209,59,2591,2017-09-22,False,Approved
209,209,210,63,3356,2017-04-12,True,Approved
210,210,211,40,766,2017-05-07,True,Approved
211,211,212,80,1596,2017-01-13,False,Approved
212,212,213,82,520,2017-12-14,False,Approved
213,213,214,46,868,2017-03-22,True,Approved
214,214,215,78,2999,2017-09-30,False,Approved
215,215,216,72,352,2017-11-29,True,Approved
216,216,217,75,1140,2017-06-09,False,Approved
217,217,218,40,621,2017-04-21,False,Approved
218,218,219,2,3307,2017-11-13,False,Approved
219,219,220,10,1502,2017-04-09,True,Approved
220,220,221,35,936,2017-05-08,False,Approved
221,221,222,8,939,2017-07-08,True,Approved
222,222,223,2,2698,2017-11-30,False,Approved
223,223,224,69,579,2017-04-25,True,Approved
224,224,225,54,2036,2017-03-30,True,Approved
225,225,226,8,3077,2017-03-10,False,Approved
226,226,227,86,369,2017-03-16,True,Approved
227,227,228,13,821,2017-04-04,True,Approved
228,228,229,19,2687,2017-03-13,True,Approved
229,229,230,86,681,2017-12-23,True,Approved
230,230,231,46,37,2017-08-12,True,Approved
231,231,232,30,3002,2017-08-04,False,Approved
232,232,233,92,396,2017-09-01,False,Approved
233,233,234,71,550,2017-09-01,True,Approved
234,234,235,77,1605,2017-07-02,False,Approved
235,235,236,7,2325,2017-08-31,True,Approved
236,236,237,23,1420,2017-03-11,True,Approved
237,237,238,12,3099,2017-10-08,False,Approved
238,238,239,61,1645,2017-10-01,True,Approved
239,239,240,21,546,2017-11-23,False,Approved
240,240,241,86,2885,2017-03-27,True,Approved
241,241,242,57,2740,2017-12-04,False,Approved
242,242,243,63,3166,2017-11-13,True,Approved
243,243,244,63,3487,2017-12-20,True,Approved
244,244,245,33,2890,2017-09-22,True,Approved
245,245,246,98,3370,2017-01-22,False,Approved
246,246,247,15,3393,2017-01-29,True,Approved
247,247,248,57,2410,2017-07-21,False,Approved
248,248,249,61,3466,2017-02-10,True,Approved
249,249,250,48,1454,2017-11-25,False,Cancelled
250,250,251,63,1967,2017-04-11,,Approved
251,251,252,78,3089,2017-12-03,False,Approved
252,252,253,2,3123,2017-12-30,False,Approved
253,253,254,67,2692,2017-07-26,False,Approved
254,254,255,67,2801,2017-04-01,True,Cancelled
255,255,256,13,1580,2017-10-22,True,Approved
256,256,257,65,352,2017-03-22,False,Approved
257,257,258,49,1777,2017-06-15,True,Approved
258,258,259,87,142,2017-07-06,True,Approved
259,259,260,31,3393,2017-12-28,False,Approved
260,260,261,17,599,2017-05-09,False,Approved
261,261,262,91,1258,2017-01-18,False,Approved
262,262,263,53,3405,2017-10-22,True,Approved
263,263,264,38,3198,2017-01-30,False,Approved
264,264,265,20,834,2017-06-26,False,Approved
265,265,266,44,3467,2017-11-07,True,Approved
266,266,267,69,3436,2017-08-13,True,Approved
267,267,268,68,1516,2017-08-27,False,Approved
268,268,269,11,2833,2017-01-25,True,Approved
269,269,270,2,2362,2017-02-13,False,Approved
270,270,271,27,2337,2017-07-11,False,Approved
271,271,272,0,2149,2017-04-30,True,Approved
272,272,273,81,2133,2017-05-19,False,Approved
273,273,274,6,360,2017-05-26,True,Approved
274,274,275,76,2969,2017-02-03,True,Approved
275,275,276,18,1720,2017-04-28,False,Approved
276,276,277,18,2904,2017-03-23,False,Approved
277,277,278,9,754,2017-06-03,False,Approved
278,278,279,35,1826,2017-04-25,False,Approved
279,279,280,93,2487,2017-04-08,False,Approved
280,280,281,40,2815,2017-02-18,False,Approved
281,281,282,1,541,2017-05-04,False,Approved
282,282,283,16,302,2017-03-29,False,Approved
283,283,284,44,2024,2017-10-03,True,Approved
284,284,285,48,142,2017-07-27,True,Approved
285,285,286,56,768,2017-08-07,True,Approved
286,286,287,36,2147,2017-02-07,True,Approved
287,287,288,36,529,2017-11-20,True,Approved
288,288,289,13,825,2017-02-23,False,Approved
289,289,290,55,624,2017-04-05,True,Approved
290,290,291,38,2302,2017-11-07,False,Approved
291,291,292,64,3380,2017-10-28,False,Approved
292,292,293,0,314,2017-11-19,False,Approved
293,293,294,79,1079,2017-08-25,True,Approved
294,294,295,11,1643,2017-01-20,True,Approved
295,295,296,91,1524,2017-03-14,True,Approved
296,296,297,18,3205,2017-04-14,True,Approved
297,297,298,17,2860,2017-11-20,True,Approved
298,298,299,13,772,2017-05-24,False,Approved
299,299,300,4,323,2017-03-25,True,Approved
300,300,301,78,2530,2017-03-24,,Approved
301,301,302,42,2426,2017-03-17,True,Approved
302,302,303,48,1883,2017-11-18,False,Approved
303,303,304,12,2745,2017-04-07,False,Approved
304,304,305,77,2819,2017-01-04,False,Approved
305,305,306,25,792,2017-12-13,False,Approved
306,306,307,35,923,2017-04-20,False,Approved
307,307,308,7,3353,2017-07-21,False,Approved
308,308,309,68,3394,2017-11-27,False,Approved
309,309,310,75,3213,2017-10-21,False,Approved
310,310,311,77,3260,2017-03-07,False,Approved
311,311,312,1,1015,2017-12-04,False,Approved
312,312,313,81,2266,2017-01-25,False,Approved
313,313,314,6,58,2017-08-20,True,Approved
314,314,315,40,3118,2017-12-18,True,Approved
315,315,316,62,1414,2017-08-01,False,Approved
316,316,317,90,2202,2017-06-19,True,Approved
317,317,318,32,2144,2017-05-31,True,Approved
318,318,319,65,1033,2017-10-09,True,Approved
319,319,320,15,2157,2017-06-20,True,Approved
320,320,321,36,1097,2017-01-23,False,Approved
321,321,322,12,2757,2017-04-19,False,Approved
322,322,323,67,87,2017-11-08,True,Approved
323,323,324,87,2049,2017-10-11,False,Approved
324,324,325,62,952,2017-11-14,True,Approved
325,325,326,55,1745,2017-01-20,False,Approved
326,326,327,1,40,2017-05-09,True,Approved
327,327,328,98,372,2017-10-17,True,Approved
328,328,329,79,1627,2017-08-11,True,Approved
329,329,330,1,444,2017-11-15,False,Approved
330,330,331,61,217,2017-05-23,False,Approved
331,331,332,71,1656,2017-08-02,True,Approved
332,332,333,58,485,2017-12-16,True,Approved
333,333,334,86,2252,2017-02-21,False,Approved
334,334,335,95,3103,2017-11-01,False,Approved
335,335,336,55,506,2017-10-05,True,Approved
336,336,337,82,1615,2017-10-30,,Approved
337,337,338,32,1881,2017-01-02,True,Approved
338,338,339,65,2903,2017-12-04,True,Approved
339,339,340,49,1274,2017-12-16,False,Approved
340,340,341,1,1443,2017-08-27,False,Approved
341,341,342,24,2091,2017-03-14,False,Approved
342,342,343,61,1478,2017-03-11,,Approved
343,343,344,7,1493,2017-07-09,False,Approved
344,344,345,84,1614,2017-03-21,False,Approved
345,345,346,48,476,2017-07-19,False,Approved
346,346,347,16,1777,2017-04-12,True,Approved
347,347,348,40,940,2017-08-11,False,Approved
348,348,349,100,2930,2017-10-20,True,Approved
349,349,350,27,2354,2017-10-26,True,Approved
350,350,351,59,1582,2017-06-15,False,Approved
351,351,352,34,416,2017-06-19,False,Approved
352,352,353,18,1013,2017-04-20,True,Approved
353,353,354,83,533,2017-11-14,False,Approved
354,354,355,82,968,2017-03-22,True,Approved
355,355,356,88,727,2017-07-09,True,Approved
356,356,357,77,1160,2017-04-13,False,Approved
357,357,358,6,3425,2017-12-06,True,Approved
358,358,359,10,1614,2017-11-10,True,Approved
359,359,360,69,2140,2017-04-26,True,Approved
360,360,361,15,2589,2017-01-31,False,Approved
361,361,362,7,2920,2017-09-22,True,Approved
362,362,363,73,62,2017-08-14,True,Approved
363,363,364,32,1112,2017-09-13,False,Approved
364,364,365,39,1995,2017-05-03,True,Approved
365,365,366,28,1965,2017-08-22,False,Approved
366,366,367,0,1614,2017-03-10,False,Approved
367,367,368,25,366,2017-01-24,True,Approved
368,368,369,32,2682,2017-07-29,False,Approved
369,369,370,78,2993,2017-08-03,True,Approved
370,370,371,44,1887,2017-08-28,False,Approved
371,371,372,56,1692,2017-08-16,True,Approved
372,372,373,1,1927,2017-06-24,False,Approved
373,373,374,15,2567,2017-03-07,False,Approved
374,374,375,17,3276,2017-07-05,True,Approved
375,375,376,0,1808,2017-02-09,False,Approved
376,376,377,7,2368,2017-10-17,False,Approved
377,377,378,53,470,2017-10-27,False,Approved
378,378,379,20,3270,2017-03-03,False,Approved
379,379,380,3,1683,2017-08-20,True,Approved
380,380,381,14,880,2017-09-18,True,Approved
381,381,382,83,309,2017-12-02,True,Approved
382,382,383,39,1698,2017-11-28,True,Approved
383,383,384,67,1434,2017-08-28,False,Approved
384,384,385,40,2712,2017-05-14,False,Approved
385,385,386,13,892,2017-10-01,False,Approved
386,386,387,100,832,2017-10-15,True,Approved
387,387,388,35,1033,2017-05-03,True,Approved
388,388,389,17,2834,2017-02-15,True,Approved
389,389,390,79,3015,2017-01-04,False,Approved
390,390,391,86,3484,2017-10-12,False,Approved
391,391,392,9,2775,2017-03-19,False,Approved
392,392,393,58,1208,2017-08-30,True,Approved
393,393,394,58,2109,2017-06-29,False,Approved
394,394,395,43,3195,2017-10-12,True,Approved
395,395,396,88,3366,2017-06-27,True,Approved
396,396,397,15,2492,2017-02-27,False,Approved
397,397,398,6,389,2017-03-12,True,Approved
398,398,399,83,1306,2017-12-18,,Approved
399,399,400,0,552,2017-07-24,True,Approved
400,400,401,82,3009,2017-05-05,False,Approved
401,401,402,88,2925,2017-06-14,False,Approved
402,402,403,14,140,2017-02-17,False,Approved
403,403,404,67,209,2017-09-14,True,Approved
404,404,405,76,225,2017-06-19,False,Approved
405,405,406,0,1595,2017-04-17,False,Approved
406,406,407,0,2559,2017-06-14,True,Approved
407,407,408,18,769,2017-12-11,False,Approved
408,408,409,23,1282,2017-05-08,False,Approved
409,409,410,82,2377,2017-03-07,False,Approved
410,410,411,62,3355,2017-12-30,False,Approved
411,411,412,20,2350,2017-05-11,True,Approved
412,412,413,60,720,2017-09-09,False,Approved
413,413,414,65,3249,2017-02-02,True,Approved
414,414,415,76,2939,2017-10-01,True,Approved
415,415,416,17,1035,2017-11-03,True,Approved
416,416,417,73,492,2017-10-02,False,Approved
417,417,418,39,3100,2017-12-10,True,Approved
418,418,419,34,1586,2017-04-19,False,Approved
419,419,420,97,31,2017-05-25,True,Approved
420,420,421,9,887,2017-04-28,False,Approved
421,421,422,11,3356,2017-08-26,False,Approved
422,422,423,82,2498,2017-09-15,True,Approved
423,423,424,96,3415,2017-03-03,True,Approved
424,424,425,28,2828,2017-09-06,False,Approved
425,425,426,39,3117,2017-04-24,True,Approved
426,426,427,70,2850,2017-11-19,False,Approved
427,427,428,62,2779,2017-11-30,True,Approved
428,428,429,84,683,2017-12-15,False,Approved
429,429,430,21,2342,2017-10-26,False,Approved
430,430,431,7,3388,2017-02-12,False,Approved
431,431,432,79,1968,2017-06-19,True,Approved
432,432,433,39,2923,2017-12-17,True,Approved
433,433,434,67,15,2017-03-10,False,Approved
434,434,435,4,2659,2017-07-22,True,Approved
435,435,436,96,3417,2017-09-26,True,Approved
436,436,437,13,1862,2017-08-27,True,Approved
437,437,438,76,1670,2017-04-17,False,Approved
438,438,439,33,2126,2017-12-05,True,Approved
439,439,440,54,2702,2017-10-20,True,Approved
440,440,441,93,125,2017-02-25,True,Approved
441,441,442,63,750,2017-04-24,True,Approved
442,442,443,52,359,2017-01-25,False,Approved
443,443,444,33,2820,2017-09-10,False,Approved
444,444,445,65,850,2017-11-25,True,Approved
445,445,446,50,3072,2017-05-23,False,Approved
446,446,447,0,820,2017-06-23,False,Approved
447,447,448,4,919,2017-09-28,True,Approved
448,448,449,26,1250,2017-03-31,False,Approved
449,449,450,5,1655,2017-05-01,False,Approved
450,450,451,29,1194,2017-12-02,True,Approved
451,451,452,80,234,2017-03-20,False,Approved
452,452,453,9,724,2017-11-22,False,Approved
453,453,454,9,1976,2017-05-03,False,Approved
454,454,455,24,193,2017-08-16,True,Approved
455,455,456,84,1588,2017-01-30,True,Approved
456,456,457,100,290,2017-10-10,False,Approved
457,457,458,7,167,2017-03-25,False,Approved
458,458,459,51,2821,2017-04-29,True,Approved
459,459,460,21,1201,2017-08-07,False,Approved
460,460,461,46,893,2017-07-09,False,Approved
461,461,462,62,2794,2017-09-05,True,Approved
462,462,463,96,3166,2017-07-14,True,Approved
463,463,464,81,1422,2017-10-13,False,Approved
464,464,465,31,3476,2017-04-17,False,Approved
465,465,466,13,505,2017-06-24,True,Approved
466,466,467,59,1132,2017-10-15,False,Approved
467,467,468,53,2363,2017-11-02,True,Approved
468,468,469,12,1816,2017-10-11,False,Approved
469,469,470,18,73,2017-04-30,False,Approved
470,470,471,18,647,2017-01-21,True,Approved
471,471,472,2,1304,2017-02-09,True,Approved
472,472,473,25,344,2017-11-11,False,Approved
473,473,474,18,1001,2017-10-07,True,Approved
474,474,475,16,2724,2017-08-10,False,Approved
475,475,476,21,1787,2017-08-19,True,Approved
476,476,477,73,367,2017-02-12,,Approved
477,477,478,98,524,2017-01-18,True,Approved
478,478,479,69,479,2017-09-08,True,Approved
479,479,480,52,1782,2017-04-17,True,Approved
480,480,481,16,361,2017-03-15,True,Approved
481,481,482,17,1135,2017-04-22,False,Approved
482,482,483,59,1591,2017-02-15,True,Approved
483,483,484,3,941,2017-05-04,True,Approved
484,484,485,87,804,2017-03-17,False,Approved
485,485,486,25,2729,2017-07-24,True,Approved
486,486,487,27,223,2017-02-15,True,Approved
487,487,488,10,1571,2017-09-09,True,Approved
488,488,489,82,2747,2017-01-25,False,Approved
489,489,490,11,506,2017-04-12,True,Approved
490,490,491,32,2676,2017-12-10,True,Approved
491,491,492,90,547,2017-01-11,True,Approved
492,492,493,44,2623,2017-12-03,True,Approved
493,493,494,92,1509,2017-11-16,True,Approved
494,494,495,21,479,2017-08-09,True,Approved
495,495,496,0,661,2017-11-08,False,Approved
496,496,497,62,1854,2017-12-30,True,Approved
497,497,498,72,125,2017-05-29,False,Approved
498,498,499,22,1037,2017-07-19,False,Approved
499,499,500,79,1446,2017-02-02,True,Approved
500,500,501,28,2810,2017-07-25,True,Approved
501,501,502,77,500,2017-06-13,True,Approved
502,502,503,87,2468,2017-08-07,True,Approved
503,503,504,5,1785,2017-03-10,False,Approved
504,504,505,66,2560,2017-07-09,False,Approved
505,505,506,66,1853,2017-12-04,False,Approved
506,506,507,71,3468,2017-09-02,True,Approved
507,507,508,91,3389,2017-03-24,False,Approved
508,508,509,17,3015,2017-07-28,False,Approved
509,509,510,85,3073,2017-04-23,True,Approved
510,510,511,24,683,2017-07-04,True,Approved
511,511,512,62,1020,2017-10-02,True,Approved
512,512,513,0,1052,2017-11-29,False,Approved
513,513,514,57,1679,2017-01-02,True,Approved
514,514,515,53,3330,2017-11-18,False,Approved
515,515,516,43,1591,2017-05-03,False,Approved
516,516,517,77,311,2017-01-01,True,Approved
517,517,518,84,1996,2017-11-25,False,Approved
518,518,519,77,997,2017-10-19,True,Approved
519,519,520,88,1276,2017-09-21,False,Approved
520,520,521,92,693,2017-02-18,False,Approved
521,521,522,7,3013,2017-01-26,False,Approved
522,522,523,84,2234,2017-01-07,True,Approved
523,523,524,99,1171,2017-02-10,True,Approved
524,524,525,37,1849,2017-04-27,False,Approved
525,525,526,20,827,2017-04-02,True,Approved
526,526,527,14,1499,2017-08-27,True,Approved
527,527,528,42,2233,2017-05-04,True,Approved
528,528,529,6,103,2017-06-03,True,Approved
529,529,530,62,1202,2017-03-31,,Approved
530,530,531,22,1494,2017-06-10,True,Approved
531,531,532,77,1559,2017-10-15,True,Approved
532,532,533,57,3381,2017-02-09,False,Approved
533,533,534,14,1517,2017-04-08,False,Approved
534,534,535,30,776,2017-10-28,True,Approved
535,535,536,36,1018,2017-12-03,True,Approved
536,536,537,4,3280,2017-08-18,True,Approved
537,537,538,74,1042,2017-03-23,False,Approved
538,538,539,38,1312,2017-09-04,True,Approved
539,539,540,40,682,2017-09-02,True,Approved
540,540,541,80,1499,2017-04-13,True,Approved
541,541,542,96,1555,2017-07-08,False,Approved
542,542,543,45,246,2017-12-03,False,Approved
543,543,544,0,2734,2017-05-19,True,Approved
544,544,545,45,2336,2017-05-19,False,Approved
545,545,546,73,2391,2017-08-21,True,Approved
546,546,547,94,2139,2017-06-26,True,Approved
547,547,548,89,867,2017-03-06,True,Approved
548,548,549,1,543,2017-01-25,False,Approved
549,549,550,77,2839,2017-09-05,False,Approved
550,550,551,0,3382,2017-10-15,True,Approved
551,551,552,21,333,2017-11-30,True,Approved
552,552,553,96,2826,2017-10-22,False,Approved
553,553,554,12,1707,2017-01-31,False,Approved
554,554,555,90,1198,2017-05-08,True,Approved
555,555,556,91,359,2017-09-04,False,Approved
556,556,557,54,170,2017-01-16,True,Approved
557,557,558,0,3481,2017-02-22,False,Approved
558,558,559,20,3104,2017-03-21,,Approved
559,559,560,7,695,2017-01-10,False,Approved
560,560,561,65,2298,2017-01-01,False,Approved
561,561,562,53,753,2017-09-23,False,Approved
562,562,563,97,3071,2017-04-05,False,Approved
563,563,564,45,1913,2017-11-18,True,Approved
564,564,565,65,2633,2017-09-23,False,Approved
565,565,566,90,178,2017-11-28,False,Approved
566,566,567,12,252,2017-03-09,False,Approved
567,567,568,10,1032,2017-08-04,True,Approved
568,568,569,76,1094,2017-05-08,False,Approved
569,569,570,68,1396,2017-12-21,True,Approved
570,570,571,2,1186,2017-08-20,False,Approved
571,571,572,4,2770,2017-01-27,True,Approved
572,572,573,89,2271,2017-07-06,False,Approved
573,573,574,89,2518,2017-01-25,True,Approved
574,574,575,18,3197,2017-06-26,True,Approved
575,575,576,66,2538,2017-02-26,False,Approved
576,576,577,1,149,2017-05-04,,Approved
577,577,578,63,1579,2017-10-13,True,Approved
578,578,579,51,1979,2017-05-31,True,Approved
579,579,580,66,1447,2017-04-13,True,Approved
580,580,581,52,2618,2017-12-19,False,Approved
581,581,582,9,1224,2017-08-03,True,Approved
582,582,583,0,3053,2017-04-16,False,Approved
583,583,584,43,1019,2017-09-13,True,Cancelled
584,584,585,56,1677,2017-03-22,False,Approved
585,585,586,95,1047,2017-04-14,True,Approved
586,586,587,82,1320,2017-08-14,False,Approved
587,587,588,44,823,2017-08-30,True,Approved
